System,Start,End,Region,Latitude,Longitude,Historical Epoch,Evidence Strength,Characteristics,Governance Type,Belief System,Gender Roles,Economic Base,Succession Method,Collapse Cause,Recorded By,sovereignty_index,admin_index,competitive_politics_index,exit_freedom,disobedience_freedom,arrangement_freedom,surplus_legibility,info_infrastructure,seasonality,binding_mechanism,scale_population,scale_territory,collapse_mode,gw_discussed,coding_confidence,notes
Kalderash Gold-Smithing Dynasties,1500,Present,Balkans,44,21,Early Modern,4,Metallurgy clans with transnational marriage alliances,Transnational Guildism,Orthodox Christianity,Gender-separate,Goldsmithing,Matrilocal,None (ongoing),Ethnography,0.4,0.3,0.4,0.5,0.5,0.6,0.4,0.3,low,clan,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Sennar Funj Sultanate,1504,1821,Sudan,13.6,33.6,Early Modern,3,Nile-based slave soldiers ruling via Islamicized Kushite rites,Military Syncretism,Islam-Meroitic,Male cavalry,Sorghum/slaves,Usurpation,Mahdist revolt,James Bruce,0.4,0.3,0.4,0.5,0.5,0.6,0.4,0.6,low,military,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Mughal Mansabdari System,1526,1857,India,28.6,77.2,Early Modern,4,Rank-based military bureaucracy with land revenue,Ranked Feudalism,Islam,Male mansabdars,Spice trade,Appointment,British Raj,Abu'l-Fazl,0.7,0.85,0.4,0.15,0.15,0.25,0.5,0.3,low,land,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Habsburg Composite Monarchy,1526,1918,Central Europe,48.2,16.4,Early Modern,5,Dynastic union of disparate kingdoms under one crown,Personal Union,Catholicism,Male emperors,Mining,Hereditary,Nationalism,Metternich,0.4,0.3,0.4,0.5,0.35,0.6,0.6,0.3,low,none,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Cossack Sich Republic,1550,1775,Ukraine,48,35,Early Modern,4,Self-governing warrior communes with elected hetmans,Military Democracy,Orthodox Christianity,Male warriors,Grain/raiding,Election,Russian abolition,Taras Shevchenko,0.2,0.4,0.65,0.65,0.9,0.8,0.7,0.3,low,military,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Mapuche Parlamento Confederacy,1550,1883,Chile,-38.7,-72.6,Early Modern,3,Inter-tribal assemblies with Spanish-Mapudungun treaties,Diplomatic Federation,Mapuche religion,Gender-balanced,Horse/maize,Consensus,Chilean conquest,Spanish chronicles,0.3,0.15,0.45,0.7,0.8,0.65,0.4,0.3,low,none,3,3,conquest,False,1,Auto-coded from governance type/characteristics — requires human review
Polish-Lithuanian Elective Monarchy,1569,1795,Poland,52.2,21,Early Modern,4,Nobility-elected kings with liberum veto,Szlachta Democracy,Catholicism,Male nobles,Grain exports,Elective,Partitions,Jan Matejko,0.2,0.4,0.65,0.65,0.8,0.8,0.7,0.3,low,none,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Powhatan Paramount Chiefdom,1570,1646,USA,37.5,-77,Early Modern,4,Tributary network under werowance (paramount chief),Hierarchical Chiefdom,Algonquian animism,Matrilineal,Corn/tobacco,Matrilineal,English conquest,John Smith,0.55,0.25,0.45,0.4,0.4,0.45,0.4,0.3,low,none,3,3,conquest,False,1,Auto-coded from governance type/characteristics — requires human review
Dutch Republic States-General,1581,1795,Netherlands,52.1,5.1,Early Modern,5,Merchant oligarchy with provincial veto powers,Confederal Oligarchy,Calvinism,Male regents,Tulips/slaves,Appointment,French invasion,Hugo Grotius,0.5,0.45,0.55,0.4,0.35,0.45,0.4,0.3,low,coercion,3,3,conquest,False,1,Auto-coded from governance type/characteristics — requires human review
Luba Bambudye Memory State,1585,1889,DRC,-6.1,23.6,Early Modern,3,Elders encoding laws in lukasa memory boards,Mnemocratic Oligarchy,Ancestor worship,Male initiates,Copper/ivory,Co-optation,Belgian colonialism,Oral tradition,0.5,0.45,0.55,0.4,0.35,0.35,0.4,0.15,low,none,3,3,colonial disruption,False,1,Auto-coded from governance type/characteristics — requires human review
Tahitian Arioi Society,1600,1800,French Polynesia,-17.7,-149.4,Early Modern,3,Elite artist-priests enforcing taboo systems,Ritual Performance Oligarchy,Polynesian religion,Gender-fluid,Breadfruit,Initiation,Christianity,Captain Bligh,0.5,0.45,0.55,0.4,0.35,0.25,0.4,0.3,low,ritual,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Maroon Palenque Republics,1600,1850,Colombia,10,-75,Early Modern,3,Escaped slave communities with elected warlords,Military Communalism,Syncretic religions,Gender-mixed,Cassava/arms,Election,State repression,Oral history,0.8,0.2,0.5,0.2,0.25,0.05,0.4,0.15,low,military,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Lunda Ruwej Matrilineacy,1600,1887,DRC,-8.3,20.7,Early Modern,3,Female rulers (Ruwej) appointing male warlords,Gynocentric Federation,Ancestor worship,Female monarchs,Ivory/beeswax,Appointment,Belgian conquest,Ethnography,0.8,0.2,0.5,0.2,0.15,0.25,0.4,0.15,low,none,3,3,conquest,False,1,Auto-coded from governance type/characteristics — requires human review
Dahomey Mino Amazon State,1600,1894,Benin,9.3,2.3,Early Modern,5,All-female regiments (Mino) with king-veto power,Gynocratic Stratocracy,Vodun,Female soldiers,Palm oil,Appointment,French conquest,French archives,0.8,0.4,0.35,0.15,0.15,0.25,0.75,0.3,low,none,3,3,conquest,False,1,Auto-coded from governance type/characteristics — requires human review
Kuba Bushong Cloth Kings,1600,1900,DRC,-5,22,Early Modern,4,Raffia textile currency regulated by royal artists,Artistic Monarchy,Bushoong religion,Male kings (female weavers),Raffia cloth,Hereditary,Belgian conquest,Ethnography,0.75,0.45,0.3,0.2,0.05,0.2,0.4,0.3,low,none,3,3,conquest,False,1,Auto-coded from governance type/characteristics — requires human review
Imbangala Kilombo,1600,1900,Angola,-12,17,Early Modern,3,Military youth camps transforming into states,Age-Set Stratocracy,Syncretic animism,Male cohorts,Slave raiding,Age grades,Portuguese conquest,Cavazzi records,0.8,0.4,0.35,0.15,0.15,0.05,0.4,0.3,low,military,3,3,conquest,False,1,Auto-coded from governance type/characteristics — requires human review
Romanichal Wagon Republics,1600,1900,UK,53,-2,Early Modern,2,Mobile wagon circles with horse-trading laws,Wagon Democracy,Methodism,Gender-mixed,Smithing/horses,Consensus,Sedentarization,Police records,0.2,0.4,0.65,0.65,0.9,0.6,0.4,0.3,low,none,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Koryak Reindeer-Oracle System,1600,1917,Russia,59.2,159.3,Early Modern,2,Shamans interpreting reindeer behavior for decisions,Zoomantic Theocracy,Animism,Gender-fluid,Reindeer blood,Charismatic,Russian conquest,Ethnography,0.65,0.5,0.35,0.25,0.25,0.2,0.4,0.3,low,none,3,3,conquest,False,1,Auto-coded from governance type/characteristics — requires human review
Ket Yenisei Fish-Taboo Councils,1600,1920,Russia,63,88,Early Modern,2,Siberian river clans enforcing piscatorial sacred laws,Fluvial Taboo Communism,Animism,Gender-mixed,Sturgeon fishing,Consensus,Sovietization,Ethnography,0.4,0.3,0.4,0.5,0.6,0.5,0.2,0.3,low,clan,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Lozi Litunga Flood Kings,1600,Present,Zambia,-15.2,23.1,Early Modern,4,Divine kings managing Zambezi floods via seasonal migrations,Hydro-Monarchy,Nyambe worship,Male kings with female advisors,Fish/sorghum,Hereditary,None,Livingstone records,0.75,0.45,0.3,0.2,0.05,0.2,0.4,0.15,high,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Tokugawa Bakufu,1603,1868,Japan,35.7,139.7,Early Modern,5,Feudal military rule with sankin-kōtai hostage system,Stratocratic Feudalism,Shinto/Confucianism,Male shōguns,Rice taxation,Hereditary,Meiji Restoration,Tokugawa records,0.65,0.45,0.4,0.25,0.1,0.35,0.4,0.3,low,land,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Tokugawa Sankin-Kotai,1603,1868,Japan,35,139,Early Modern,5,Daimyo hostage system ensuring feudal loyalty,Stratocratic Feudalism,Neo-Confucianism,Male shoguns,Rice taxation,Hereditary,Meiji Restoration,Tokugawa records,0.65,0.45,0.4,0.25,0.1,0.35,0.4,0.3,low,land,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Bermudian Parliamentary Hybrid,1620,Present,Bermuda,32.3,-64.8,Modern,4,Oldest British overseas legislature with unique electoral college,Colonial Democracy,Protestantism,Gender-mixed,Tourism/reinsurance,Elections,None (ongoing),Bermudian archives,0.2,0.4,0.65,0.65,0.9,0.8,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Kalmyk Khanate Nomadic Parliament,1630,1771,Russia,47,45,Early Modern,3,Buddhist steppe state with mobile assembly tents,Lamaist Nomadism,Vajrayana Buddhism,Male lamas,Horse herds,Elective,Russian annexation,Russian archives,0.2,0.2,0.5,0.7,0.8,0.8,0.4,0.6,high,none,3,3,annexation,False,1,Auto-coded from governance type/characteristics — requires human review
Qing Lifan Yuan Tributaries,1636,1912,China,39.9,116.4,Early Modern,4,Manchu agency managing Mongol/Tibetan/Uyghur vassals,Imperial Indirect Rule,Lamaism,Male banners,Horse/tribute,Appointment,Nationalism,Qing Archives,0.8,0.7,0.35,0.15,0.15,0.25,0.4,0.3,low,tribute,5,5,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Tibetan Ganden Phodrang,1642,1959,Tibet,29.6,91,Early Modern,4,Buddhist monastic state under Dalai Lama's rule,Monastic Theocracy,Vajrayana Buddhism,Monastic elite,Yak herding,Appointment,Chinese annexation,5th Dalai Lama,0.65,0.5,0.35,0.25,0.25,0.3,0.4,0.3,low,none,3,3,annexation,False,1,Auto-coded from governance type/characteristics — requires human review
Qing Dynasty Banner System,1644,1912,China,39.9,116.4,Early Modern,5,Ethnic-military caste hierarchy under Confucian bureaucracy,Ethnocratic Meritocracy,Confucianism,Male bannermen,Rice/silk,Hereditary,Republicanism,Veritable Records,0.7,0.85,0.4,0.15,0.0,0.25,0.4,0.3,low,military,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Leveller Agitators,1647,1649,England,51.5,-0.1,Early Modern,4,Radical soldier-democrats drafting People's Agreements,Revolutionary Democracy,Protestantism,Gender-mixed,War taxes,Election,Cromwell suppression,Lilburne pamphlets,0.2,0.4,0.65,0.65,0.9,0.6,0.4,0.3,low,tribute,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Digger Communes,1649,1651,England,51.5,-0.1,Early Modern,2,Agrarian socialists cultivating common land,Pre-Marxist Communism,Christian radicalism,Gender-equal,Subsistence farming,Consensus,Landowner repression,Gerrard Winstanley,0.6,0.65,0.35,0.3,0.4,0.2,0.4,0.6,low,land,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Pirate Articles,1650,1730,Atlantic/Caribbean,25,-71,Early Modern,3,Shipboard democracies with elected captains and loot shares,Nautical Democracy,Situational ethics,Male crews,Plunder,Election,Naval suppression,Charles Johnson,0.2,0.4,0.65,0.65,0.9,0.8,0.4,0.3,low,none,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Barbuda Communal Land System,1685,Present,Barbuda,17.6,-61.8,Early Modern,3,Caribbean island with collective land ownership since slavery,Communal Land Trust,Anglican,Gender-mixed,Lobster fishing,Consensus,Climate threats,Oral history,0.15,0.2,0.35,0.75,0.9,0.75,0.2,0.15,low,land,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
British Parliamentary System,1689,Present,UK,51.5,-0.1,Modern,5,Constitutional monarchy with party-based ministerial rule,Representative Democracy,Protestantism,Male-dominated,Industrial,Elections,None (ongoing),Walter Bagehot,0.2,0.4,0.65,0.65,0.9,0.8,0.75,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Blackfoot Confederacy,1700,1880,USA/Canada,49,-113,Early Modern,4,Intertribal buffalo-hunting alliance with warrior societies,Plains Federation,Blackfoot spirituality,Gender-balanced,Bison herds,Consensus,Reservation era,Ethnography,0.3,0.15,0.45,0.7,0.8,0.65,0.4,0.35,low,none,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Haida Potlatch Governance,1700,1884,Canada,53.3,-132.1,Early Modern,3,Ranked gift-giving system redistributing wealth,Prestige Hierarchy,Animism,Male/female hosts,Cedar/copper,Competitive,Canadian ban,Museum records,0.2,0.1,0.8,0.75,0.75,0.65,0.4,0.3,low,none,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Tlingit Potlatch Confederacy,1700,1884,Canada,58.3,-134.4,Early Modern,3,Clan-based gift economies with totemic crests,Prestige Hierarchy,Animism,Matrilineal,Salmon/cedar,Inheritance,Canadian ban,Oral history,0.2,0.1,0.8,0.75,0.75,0.65,0.4,0.15,low,clan,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Merina Andriana Castes,1700,1896,Madagascar,-19,47,Early Modern,4,Hierarchical clans under sacred rice kings,Hydro-Aristocracy,Malagasy animism,Gender-stratified,Rice/silk,Hereditary,French conquest,Radama I,0.4,0.3,0.4,0.5,0.35,0.6,0.4,0.3,low,clan,3,3,conquest,False,1,Auto-coded from governance type/characteristics — requires human review
Chukchi Whalebone Assemblies,1700,1920,Russia,64.4,-172.9,Early Modern,2,Coastal clans governing via whale-rib meeting circles,Cetacean Democracy,Shamanism,Male hunters,Walrus/whale,Consensus,Soviet collectivization,Russian records,0.2,0.4,0.65,0.65,0.9,0.7,0.4,0.3,low,clan,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Tswana Kgotla,1700,Present,Botswana,-22.3,24.7,Early Modern,4,Public assembly dispute resolution under kgosi (chiefs),Consensual Chiefdom,African traditional,Male elders,Cattle herding,Inheritance,None (ongoing),Oral tradition,0.2,0.2,0.5,0.7,0.8,0.8,0.4,0.15,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Malagasy Fokonolona,1700,Present,Madagascar,-18.9,47.5,Early Modern,3,Village assemblies enforcing taboos and rice terracing,Agrarian Communalism,Ancestor worship,Gender-mixed,Rice farming,Consensus,None (ongoing),Ethnography,0.15,0.2,0.35,0.75,0.9,0.75,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Fante Asafo Companies,1700,Present,Ghana,5,-1,Early Modern,4,Militia guilds balancing chiefly power through satire,Corporate Militarism,Ancestor worship,Male warriors,Gold/cocoa,Election,None (ongoing),Ethnography,0.4,0.3,0.4,0.5,0.6,0.6,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Vanuatu Nimangki Grade-taking,1700,Present,Vanuatu,-16,167,Early Modern,4,Competitive feasting system for status advancement,Prestige Economy,Animism,Male-dominated,Yams/pigs,Competitive,None (ongoing),Ethnography,0.2,0.1,0.8,0.75,0.75,0.65,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Irish Traveller Cant Systems,1700,Present,Ireland,53,-8,Modern,3,Extended family units with secret trading languages,Oral Microstates,Catholicism,Gender-complementary,Scrap/tarmac,Patriarchal,None (ongoing),Police reports,0.4,0.3,0.4,0.5,0.5,0.4,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Arctic Nenets Yamal Councils,1700,Present,Russia,67.5,77.9,Modern,3,Tundra nomads voting via reindeer-antler tallies,Antler Democracy,Shamanism,Male herders,Reindeer fur,Consensus,Sovietization,Ethnography,0.2,0.4,0.65,0.65,0.9,0.7,0.4,0.3,high,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Ashanti Golden Stool Confederacy,1701,1900,Ghana,6.7,-1.6,Early Modern,5,Sacred stool unifying 50 states under oath-sworn vassals,Ritual Federation,Ancestor worship,Male kings (female advisors),Gold/cocoa,Elective,British colonization,British treaties,0.4,0.3,0.4,0.5,0.5,0.6,0.4,0.3,low,ritual,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Sikh Misldar Confederacy,1716,1799,Punjab,31.1,75.4,Early Modern,4,Warrior-chieftain collectives pooling military resources,Military Democracy,Sikhism,Male misldars,Wheat/trade,Election,Ranjit Singh's empire,Guru Granth Sahib,0.2,0.4,0.65,0.65,0.9,0.8,0.5,0.3,low,military,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Liechtenstein Direct Monarchy,1719,Present,Liechtenstein,47.2,9.5,Modern,4,Microstate where citizens can veto/privatize government,Monarchical Democracy,Catholicism,Male prince,Banking,Initiative,None (ongoing),Hans-Adam II,0.2,0.4,0.65,0.65,0.8,0.8,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Moravian Mission Communes,1735,Present,USA,40.6,-75.4,Early Modern,4,Pacifist Christian socialism with tithing economies,Communal Theocracy,Christianity,Gender-separate,Textiles,Appointment,None,Jan Amos Comenius,0.65,0.5,0.35,0.25,0.25,0.2,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Aleut Unangan Whalebone Chiefs,1741,1867,USA,52,-176,Early Modern,3,Whale-hunting aristocrats ruling via jawbone thrones,Maritime Oligarchy,Animism,Male whalers,Sea otter pelts,Hereditary,Russian conquest,Russian logs,0.5,0.45,0.55,0.4,0.2,0.45,0.4,0.3,low,none,3,3,conquest,False,1,Auto-coded from governance type/characteristics — requires human review
Konbaung Hluttaw,1752,1885,Myanmar,21,96,Early Modern,4,King-controlled parliament of ministerial slaves,Bureaucratic Absolutism,Theravada Buddhism,Male officials,Rice/teak,Appointment,British conquest,Konbaung chronicles,0.7,0.85,0.4,0.15,0.15,0.15,0.4,0.3,low,coercion,3,3,conquest,False,1,Auto-coded from governance type/characteristics — requires human review
Metis Buffalo Councils,1780,1885,Canada,51,-101,Early Modern,3,Mixed-ethnicity hunters governing through buffalo hunts,Pastoral Democracy,Catholic/Animism,Gender-mixed,Pemmican trade,Election,Buffalo extinction,Oral history,0.2,0.4,0.65,0.65,0.9,0.8,0.5,0.15,medium,none,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Haitian Revolutionary Councils,1791,1804,Haiti,19,-72.4,Early Modern,4,Slave revolt committees evolving into constitutional rule,Revolutionary Communalism,Vodou/French Rev.,Gender-mixed,Sugar plantations,Election,French invasion,C.L.R. James,0.15,0.2,0.35,0.75,0.9,0.75,0.4,0.3,low,coercion,3,3,conquest,False,1,Auto-coded from governance type/characteristics — requires human review
Freetown Settler Democracy,1792,1808,Sierra Leone,8.5,-13.2,Early Modern,3,Liberated slave self-rule with hybrid Akan-British systems,Creole Republic,Protestantism,Gender-mixed,Cash crops,Election,British takeover,Clarkson letters,0.35,0.55,0.65,0.55,0.75,0.5,0.4,0.3,low,coercion,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Batavian Republic,1795,1806,Netherlands,52.1,5.1,Early Modern,3,French-backed revolutionary unitary state,Revolutionary Republic,Secularism,Male patriots,Trade/industry,Coup d'état,Napoleonic restoration,Politieke Maatschappij,0.35,0.55,0.65,0.55,0.65,0.5,0.5,0.3,low,none,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Napoleonic Meritocracy,1799,1815,France,48.9,2.3,Modern,5,Technocratic empire with standardized exams and titles,Revolutionary Technocracy,Secularism,Male elites,War plunder,Appointment,Coalition armies,Napoleon,0.8,0.7,0.4,0.15,0.15,0.05,0.4,0.3,low,none,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Cheyenne Council of 44,1800,1879,Great Plains,44,-102.5,Early Modern,3,Intertribal peace chiefs with military societies,Tribal Federation,Native spirituality,Gender-balanced,Bison hunting,Election,US displacement,George Bent,0.3,0.15,0.45,0.7,0.8,0.75,0.15,0.3,low,military,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Palauan Stone Money Yap,1800,Present,Palau,7.5,134.5,Modern,3,Limestone disc currency governing social hierarchy,Lithic Monetaryism,Animism,Gender-mixed,Fishing/pearls,Inheritance,None (ongoing),Ethnography,0.4,0.3,0.4,0.5,0.5,0.5,0.2,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Yenish Horse-Tribes,1800,Present,Switzerland,47,8,Modern,2,Alpine peddler networks with winter assembly sites,Seasonal Tribalism,Syncretic,Gender-mixed,Odd jobs,Consensus,None (ongoing),Swiss archives,0.3,0.15,0.45,0.7,0.8,0.65,0.4,0.3,high,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Scottish Traveller Peat Laws,1800,Present,Scotland,57,-5,Modern,2,Turf-cutting territories governed by elder families,Resource Customalism,Presbyterianism,Male-dominated,Peat/flowers,Inheritance,None (ongoing),Local lore,0.4,0.3,0.4,0.5,0.5,0.4,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Åland Islands Neutrality,1809,Present,Finland/Sweden,60,20,Modern,4,Demilitarized archipelago with rotating Nordic oversight,Insular Neutralism,Lutheranism,Gender-neutral,Shipping/tourism,Treaty-based,None (ongoing),League of Nations,0.2,0.2,0.45,0.65,0.85,0.75,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Zanzibar Clove Plantation Councils,1810,1964,Tanzania,-6.1,39.2,Modern,3,Arab-Omani landowners ruling via spice trade monopolies,Plutocratic Plantocracy,Islam,Male patricians,Clove exports,Hereditary,Zanzibar Revolution,Sultanate records,0.4,0.3,0.4,0.5,0.35,0.6,0.4,0.3,low,land,3,3,revolution,False,1,Auto-coded from governance type/characteristics — requires human review
Zulu Impi Regiments,1816,1879,Southern Africa,-28.8,31.9,Modern,4,Age-grade warrior bands replacing tribal structures,Gerontocratic Militarism,Ancestor worship,Male cohorts,Cattle herding,Appointment,British invasion,Shaka Zulu,0.3,0.15,0.45,0.7,0.7,0.75,0.4,0.3,low,none,3,3,conquest,False,1,Auto-coded from governance type/characteristics — requires human review
Utopian Socialist Colonies,1820,1860,USA,40,-90,Modern,3,Experimental communes with shared property,Intentional Communities,Christian socialism,Gender-equal,Handicrafts,Consensus,Industrialization,Newspapers,0.4,0.3,0.4,0.5,0.6,0.6,0.4,0.3,low,none,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Cherokee Constitutional Republic,1821,1907,USA,35.5,-83.5,Modern,4,Native American constitutional state with syllabic writing,Assimilationist Democracy,Christian/Animist,Male/female councils,Agriculture,Election,US removal,Elias Boudinot,0.2,0.4,0.65,0.65,0.9,0.6,0.55,0.6,low,none,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Maohi Tapu System,1840,Present,French Polynesia,-17.5,-149.6,Modern,3,Revived traditional sacred prohibitions (tapu),Neo-Traditional Theocracy,Maohi religion,Gender-balanced,Vanilla/fish,Consensus,None (ongoing),UN reports,0.65,0.5,0.35,0.25,0.35,0.3,0.4,0.15,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Sorbian Serbski Sejm,1848,1937,Germany,51.3,14.2,Modern,3,Slavic minority parliament under German/Saxon rule,Ethnic Autonomy,Lutheranism,Gender-mixed,Lignite mining,Election,Nazi dissolution,Handrij Zejler,0.4,0.3,0.4,0.5,0.6,0.6,0.6,0.3,low,none,3,3,dissolution,False,1,Auto-coded from governance type/characteristics — requires human review
Swiss Consensus Democracy,1848,Present,Switzerland,46.8,8.2,Modern,5,Direct democracy with rotating executive and veto points,Consociationalism,Protestantism,Gender-neutral,Finance/tech,Rotation,None (ongoing),Swiss Constitution,0.2,0.4,0.65,0.65,0.8,0.6,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Manush Circus Kingdoms,1850,Present,France,47,2,Modern,3,Circus families with hereditary performance rights,Showmanship Autocracy,Catholicism,Gender-stratified,Entertainment,Hereditary,None (ongoing),Circus records,0.85,0.6,0.2,0.1,0.0,0.2,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Taiping Heavenly Kingdom,1851,1864,China,23,113,Modern,3,Christian revolutionary state with gender equality,Millenarian Socialism,Syncretic Christianity,Gender-equal,Rice/millet,Appointment,Qing suppression,Hong Xiuquan,0.4,0.3,0.4,0.5,0.5,0.4,0.4,0.8,low,none,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Liechtenstein Direct Democracy,1862,Present,Liechtenstein,47.2,9.5,Modern,5,Microstate with citizen-initiated referendums and princely veto,Constitutional Principality,Catholicism,Gender-neutral,Finance/Tourism,Referendum,None (ongoing),Constitution,0.45,0.6,0.55,0.5,0.6,0.45,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Meiji Oligarchy,1868,1912,Japan,35.7,139.7,Modern,5,Westernizing technocrats ruling through emperor,Developmental Autocracy,State Shinto,Male genrō,Textiles/steel,Hereditary,WWII,Yukichi Fukuzawa,0.5,0.8,0.3,0.3,0.05,0.3,0.4,0.3,low,none,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Paris Commune,1871,1871,France,48.9,2.3,Modern,5,Revolutionary socialist direct democracy (72-day experiment,Proletarian Dictatorship,Secularism,Gender-mixed,Manufacturing,Election,German invasion,Karl Marx,0.2,0.4,0.65,0.65,0.9,0.8,0.65,0.3,low,none,3,3,conquest,False,1,Auto-coded from governance type/characteristics — requires human review
Bamum Scriptocracy,1880,1918,Cameroon,5.5,10.5,Modern,4,Literate autocracy with invented writing system,Graphic Autocracy,Bamum religion,Male scribes,Palm oil/ivory,Appointment,German annexation,Njoya's archives,0.85,0.6,0.2,0.1,0.1,0.0,0.75,0.6,low,none,3,3,annexation,False,1,Auto-coded from governance type/characteristics — requires human review
Pavee Road Councils,1900,Present,Ireland/UK,53,-1,Modern,2,Asphalt-laying collectives with mobile dispute systems,Itinerant Contractalism,Christianity,Male-dominated,Roadwork,Consensus,None (ongoing),Trade unions,0.4,0.3,0.4,0.5,0.6,0.6,0.4,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Kibbutz Movement,1909,Present,Israel,32.5,35,Modern,5,Voluntary socialist communes with rotating leadership,Utopian Communalism,Judaism/Communism,Gender-equal,Agriculture,Rotation,None (ongoing),Ben-Gurion,0.6,0.65,0.35,0.3,0.3,0.2,0.55,0.3,low,none,3,3,ongoing,False,1,Auto-coded from governance type/characteristics — requires human review
Weimar Coalition Governance,1919,1933,Germany,52.5,13.4,Modern,4,Fragile proportional democracy with emergency decrees,Parliamentary Democracy,Secularism,Male politicians,Industrial,Elections,Nazi takeover,Weimar Constitution,0.2,0.4,0.65,0.65,0.9,0.8,0.75,0.3,low,none,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
Tuvan People's Republic,1921,1944,Tuva,51.7,94.4,Modern,4,Buddhist-socialist nomadic state under Soviet protection,Nomadic Socialist Republic,Vajrayana Buddhism,Male herders,Yak/cattle,Election,Soviet annexation,Archive records,0.35,0.55,0.65,0.55,0.75,0.5,0.4,0.3,high,none,3,3,annexation,False,1,Auto-coded from governance type/characteristics — requires human review
Soviet Republics System,1922,1991,Eurasia,55.8,37.6,Modern,5,Ethno-territorial autonomies under centralized party rule,Federal Socialist Autocracy,State Atheism,Male-dominated,Heavy industry,Appointment,Collapse,Lenin,0.6,0.65,0.35,0.3,0.3,0.4,0.4,0.3,low,none,3,3,unknown,False,1,Auto-coded from governance type/characteristics — requires human review
